age,height,income,status_after_a_month
39,69,30000,1
44,65,70000,1
25,65,50000,1
36,69,80000,1
27,68,30000,1
33,72,100000,1
30,73,50000,1
25,72,40000,1
23,70,60000,1
18,74,100000,1
38,70,70000,1
25,70,20000,1
24,66,80000,1
27,72,100000,1
33,69,80000,1
28,72,50000,1
26,68,40000,1
32,71,30000,1
44,74,100000,1
37,67,30000,1
31,73,100000,1
26,76,20000,1
30,73,20000,0
35,71,80000,1
29,73,20000,1
25,68,30000,1
30,76,80000,1
34,74,70000,1
26,72,40000,1
26,72,150000,1
34,72,80000,1
56,67,80000,1
52,71,80000,1
24,68,20000,1
25,69,20000,1
43,73,100000,1
39,70,30000,1
25,72,20000,1
29,72,70000,1
32,70,70000,1
44,68,100000,1
26,71,1000000,1
28,71,40000,1
25,70,40000,1
21,75,20000,1
46,69,150000,1
33,74,100000,1
26,72,150000,1
25,71,150000,1
26,65,20000,1
46,72,100000,1
54,70,40000,1
28,72,20000,1
35,74,100000,1
19,66,20000,1
30,70,80000,0
39,72,50000,0
56,74,100000,1
28,75,1000000,1
51,67,150000,1
50,73,100000,1
26,72,30000,1
54,70,100000,1
40,72,40000,1
61,67,1000000,1
23,72,20000,1
38,71,70000,1
39,67,60000,1
31,68,100000,1
50,74,150000,1
31,75,250000,1
45,70,1000000,1
44,67,60000,1
35,68,100000,1
29,67,20000,1
27,72,30000,1
36,75,250000,1
35,67,40000,1
36,70,150000,1
26,66,80000,1
28,65,80000,1
27,72,100000,1
24,64,70000,1
40,75,70000,1
23,68,20000,1
37,72,100000,0
23,74,20000,1
43,73,100000,1
46,68,60000,1
26,73,100000,1
22,69,20000,1
26,71,50000,1
24,75,70000,1
32,75,50000,1
39,70,100000,1
46,70,150000,1
29,70,80000,1
37,65,30000,0
43,67,70000,1
29,70,20000,0
31,72,40000,1
37,74,80000,1
36,67,30000,1
37,73,1000000,0
30,69,20000,1
21,66,20000,1
26,67,100000,1
29,72,100000,1
36,71,50000,1
27,75,70000,1
38,67,100000,1
24,73,20000,1
19,71,20000,1
48,75,150000,1
27,71,20000,1
29,77,30000,1
43,70,100000,1
30,76,20000,1
45,72,60000,1
25,75,20000,1
29,72,20000,1
35,70,50000,1
23,72,1000000,1
24,75,20000,1
42,68,60000,1
24,72,80000,1
43,71,20000,1
24,68,100000,1
30,71,50000,1
26,72,20000,1
22,70,50000,1
26,72,80000,1
47,75,70000,0
30,73,80000,1
27,66,20000,1
20,71,20000,1
28,74,100000,1
21,69,20000,1
27,69,50000,1
41,68,80000,1
35,71,100000,1
24,65,40000,1
45,67,80000,1
31,72,40000,0
27,74,30000,1
26,72,100000,1
35,75,80000,1
35,72,100000,1
28,71,40000,0
39,74,1000000,1
36,74,100000,1
34,79,100000,1
50,74,250000,1
24,68,50000,1
18,76,20000,1
47,71,60000,1
28,68,40000,1
24,80,1000000,0
29,69,20000,1
26,75,80000,1
31,74,60000,1
25,71,40000,1
50,70,20000,1
56,72,30000,1
28,73,20000,1
32,74,40000,1
28,76,80000,0
44,74,100000,1
24,68,20000,1
30,74,30000,1
43,68,150000,1
21,70,20000,1
31,69,250000,1
40,70,40000,0
39,73,80000,1
42,71,100000,1
35,72,20000,1
23,74,150000,1
36,77,80000,1
27,75,30000,1
40,69,30000,1
25,71,20000,1
33,69,60000,1
28,76,70000,1
21,65,20000,1
50,68,150000,1
63,72,80000,1
20,71,1000000,1
37,69,1000000,1
26,71,80000,1
24,70,80000,1
22,62,20000,1
28,70,20000,1
30,70,40000,1
45,73,30000,1
45,72,30000,1
29,72,20000,1
31,69,1000000,1
32,70,50000,1
29,72,100000,1
29,66,80000,1
25,72,80000,1
31,72,70000,1
30,69,80000,1
28,73,80000,1
38,70,50000,1
30,70,100000,1
27,66,20000,1
30,65,20000,1
24,70,80000,1
56,71,100000,1
26,71,100000,1
30,70,40000,1
42,75,50000,1
25,72,20000,1
58,68,70000,1
34,67,100000,1
22,69,20000,1
28,69,20000,1
40,71,150000,1
24,71,1000000,1
23,75,20000,1
32,74,40000,1
28,69,1000000,1
31,70,100000,1
28,74,100000,1
33,75,40000,1
35,72,500000,1
26,71,20000,1
27,71,30000,1
29,69,40000,1
28,74,60000,1
29,70,80000,1
26,73,60000,1
22,72,20000,1
35,72,20000,1
31,71,100000,1
36,68,60000,1
28,69,40000,1
22,70,20000,1
38,70,30000,1
28,71,20000,1
33,74,70000,1
24,74,20000,1
29,72,40000,1
24,71,250000,1
29,65,50000,1
29,71,30000,0
29,68,60000,1
30,77,40000,1
22,74,20000,1
29,71,100000,1
24,70,80000,1
21,68,20000,1
22,73,20000,1
58,72,80000,1
24,68,20000,0
24,71,20000,1
27,73,20000,1
32,68,150000,1
38,70,40000,1
31,70,100000,1
34,68,1000000,1
28,71,70000,1
34,73,80000,1
23,69,100000,1
33,72,20000,1
27,70,80000,1
25,75,1000000,1
24,75,20000,1
22,70,20000,1
38,67,70000,1
46,70,100000,1
24,73,20000,0
27,75,250000,1
32,74,40000,1
31,66,100000,1
24,64,30000,1
21,67,70000,1
28,70,20000,1
28,69,100000,1
31,70,80000,1
33,72,100000,1
23,69,20000,1
68,65,50000,1
25,68,80000,1
26,74,70000,1
24,67,50000,1
24,70,60000,1
30,72,50000,1
38,72,100000,1
30,71,70000,1
26,67,30000,1
38,64,60000,1
31,67,20000,0
40,73,100000,1
25,70,100000,1
33,76,100000,1
28,70,70000,1
19,70,20000,1
34,73,250000,1
44,75,150000,1
31,71,100000,1
36,71,150000,1
22,64,1000000,1
30,71,20000,1
18,71,20000,1
35,69,100000,1
22,72,20000,1
24,75,20000,1
32,71,80000,1
38,70,100000,1
32,67,1000000,1
26,72,60000,1
31,79,60000,1
31,67,50000,0
31,68,20000,1
39,69,100000,1
29,66,30000,1
24,74,30000,1
32,68,80000,1
26,70,30000,1
38,66,30000,1
28,69,100000,1
20,74,20000,1
28,68,150000,1
41,70,50000,1
26,68,20000,1
40,67,100000,1
33,71,150000,1
40,72,40000,1
25,69,30000,1
27,69,100000,1
36,72,150000,1
27,66,20000,1
30,70,30000,1
32,73,20000,1
32,76,80000,1
26,71,70000,1
26,70,80000,0
27,70,70000,1
24,67,50000,1
27,70,50000,1
32,72,20000,0
38,69,150000,1
25,68,20000,1
28,76,60000,1
24,70,30000,1
26,72,50000,1
42,72,20000,1
25,69,30000,1
42,72,80000,1
22,66,20000,1
19,73,20000,1
24,75,40000,1
27,73,30000,1
22,64,20000,1
30,66,70000,1
31,75,20000,1
35,73,80000,1
34,66,100000,1
25,74,20000,1
28,74,20000,0
27,69,1000000,1
20,68,20000,1
29,68,20000,1
21,71,20000,1
45,67,80000,1
35,69,100000,0
29,68,20000,1
24,67,20000,1
30,73,20000,1
61,69,100000,1
22,72,20000,1
22,69,20000,1
24,73,40000,1
32,74,100000,1
19,67,250000,1
32,71,30000,1
22,74,20000,0
28,72,500000,1
37,75,80000,1
34,67,80000,1
25,74,250000,1
35,72,1000000,0
33,71,100000,1
26,70,60000,1
52,68,100000,1
43,71,60000,1
28,69,100000,1
45,70,100000,1
62,73,40000,1
31,69,150000,1
23,64,20000,1
23,74,20000,1
20,75,20000,1
30,74,20000,1
34,72,150000,1
23,67,100000,1
23,68,40000,1
27,70,150000,0
28,69,20000,1
30,73,20000,1
29,66,40000,1
43,69,100000,1
45,74,150000,1
40,70,100000,1
56,69,80000,1
28,70,80000,1
34,71,70000,1
59,70,50000,1
35,75,100000,1
24,72,40000,1
52,75,100000,1
23,75,40000,1
25,68,40000,1
22,70,20000,1
28,70,100000,1
31,70,100000,1
48,70,70000,1
40,67,50000,1
23,71,100000,1
23,71,70000,1
32,68,100000,1
28,67,100000,1
36,69,60000,1
32,72,80000,1
27,74,30000,1
59,69,1000000,1
31,76,40000,1
32,70,80000,1
34,70,70000,1
24,71,40000,1
25,71,50000,1
63,69,150000,1
34,68,100000,1
52,66,100000,1
22,69,20000,1
24,76,60000,1
30,65,20000,1
25,75,60000,1
24,68,20000,1
39,67,100000,1
31,71,20000,1
33,71,40000,1
53,69,150000,1
28,68,150000,1
29,72,100000,1
26,69,20000,1
23,71,20000,1
28,70,30000,1
25,66,20000,1
31,71,100000,1
32,69,20000,1
35,72,50000,1
40,69,150000,1
32,68,60000,1
22,65,20000,1
31,69,150000,1
42,66,60000,0
28,71,20000,1
40,71,100000,1
27,68,40000,1
43,70,50000,1
29,68,70000,1
27,72,30000,1
21,67,50000,1
23,67,20000,0
32,74,100000,1
26,66,20000,1
30,70,30000,1
20,69,20000,1
48,74,100000,1
41,70,20000,1
43,76,20000,1
28,70,20000,0
22,79,20000,1
26,64,100000,1
32,80,80000,1
46,68,100000,1
28,73,80000,1
22,72,20000,1
34,72,1000000,1
28,71,100000,1
38,70,80000,1
22,76,20000,1
24,66,20000,1
38,74,20000,1
46,74,80000,1
25,74,80000,1
28,71,100000,1
21,74,1000000,1
33,70,20000,1
29,70,20000,1
30,73,80000,1
43,78,60000,1
28,73,70000,1
32,76,50000,1
29,75,100000,1
50,76,70000,1
38,82,100000,1
48,76,70000,1
45,74,100000,1
55,78,100000,1
55,77,100000,1
50,76,100000,1
51,78,80000,1
28,70,60000,1
24,69,20000,1
39,71,70000,1
25,72,30000,1
45,72,100000,1
43,71,80000,1
32,66,20000,0
23,73,20000,1
37,71,60000,1
33,68,20000,1
39,75,40000,1
36,71,150000,1
23,67,30000,1
28,72,20000,1
56,64,40000,1
32,70,100000,1
40,71,80000,1
27,75,1000000,1
31,72,50000,1
34,69,50000,1
38,68,20000,1
28,70,50000,1
27,69,20000,1
30,69,80000,1
53,66,80000,1
47,70,80000,1
39,69,150000,1
60,69,100000,1
22,75,1000000,1
44,72,100000,1
29,75,20000,1
27,68,100000,1
24,81,500000,1
23,74,70000,0
26,75,20000,1
50,70,100000,1
29,67,70000,1
55,65,100000,1
38,70,20000,1
37,71,70000,1
27,64,20000,1
41,69,50000,1
21,70,20000,0
24,74,40000,1
38,68,70000,1
35,70,100000,1
44,72,100000,1
38,75,80000,1
37,70,40000,1
20,68,50000,1
42,67,250000,1
23,67,1000000,1
20,66,20000,1
33,72,30000,0
30,68,60000,1
27,71,1000000,1
30,70,20000,1
28,72,150000,1
30,70,250000,1
33,70,100000,1
21,73,150000,1
32,74,100000,1
29,75,40000,1
33,68,80000,1
30,76,70000,1
29,71,150000,1
31,69,70000,1
32,69,150000,1
24,72,50000,1
18,70,20000,1
38,72,150000,1
26,69,1000000,1
30,76,20000,1
35,72,150000,1
39,73,100000,1
26,68,20000,1
29,71,70000,1
29,75,150000,1
27,73,100000,1
35,69,40000,1
55,69,20000,1
23,73,20000,0
29,68,40000,1
37,68,1000000,1
36,67,100000,1
42,67,150000,1
25,73,100000,1
38,70,150000,1
31,69,20000,1
35,70,100000,1
40,71,150000,1
29,72,60000,1
20,74,20000,1
35,74,80000,1
28,65,50000,1
25,70,40000,1
27,72,1000000,1
38,72,80000,1
29,71,40000,1
23,70,20000,1
28,70,100000,1
30,70,30000,1
26,70,40000,1
29,73,20000,1
50,72,50000,1
38,70,80000,1
32,71,60000,1
23,68,20000,1
35,73,100000,1
42,66,50000,1
23,69,20000,1
47,71,50000,1
37,71,30000,0
25,68,20000,1
35,71,60000,1
37,74,60000,1
21,70,80000,1
54,71,80000,1
25,74,250000,1
23,70,100000,1
45,74,100000,1
44,73,100000,1
24,74,100000,1
34,74,100000,1
38,68,100000,1
29,69,20000,1
22,71,40000,1
28,74,20000,1
31,68,1000000,1
31,72,500000,1
32,72,100000,1
31,70,30000,1
34,71,100000,1
25,69,20000,1
36,64,150000,1
24,69,50000,1
31,69,80000,1
22,70,20000,1
51,69,50000,1
49,70,20000,1
24,65,50000,1
27,68,100000,1
24,69,20000,1
47,72,100000,1
34,74,1000000,1
23,71,20000,1
28,68,50000,1
28,66,40000,1
58,69,150000,1
30,69,150000,1
30,67,100000,1
22,64,20000,1
20,65,20000,1
36,73,100000,1
32,69,80000,1
26,75,100000,1
31,69,80000,1
26,69,20000,1
28,70,100000,1
27,72,50000,1
37,65,40000,1
44,71,50000,1
42,72,20000,1
20,65,20000,1
31,66,100000,1
28,70,30000,1
65,71,40000,1
28,70,80000,1
41,68,100000,1
29,73,50000,1
28,72,80000,1
31,70,40000,1
26,70,20000,0
18,71,20000,1
32,66,60000,1
23,72,40000,1
30,76,20000,1
37,72,150000,1
30,72,100000,1
49,71,70000,1
33,74,100000,1
50,75,50000,1
31,62,20000,1
36,71,150000,1
36,70,500000,1
28,66,20000,1
24,70,20000,1
44,72,60000,1
33,77,1000000,1
29,65,40000,1
26,69,20000,1
21,68,100000,1
28,71,20000,1
28,64,30000,1
25,70,50000,1
26,69,80000,1
34,65,20000,1
20,76,20000,1
30,74,1000000,1
21,70,40000,1
33,77,150000,1
34,71,100000,1
29,67,40000,1
24,70,20000,1
20,74,20000,1
22,73,20000,1
39,68,20000,1
31,68,40000,1
42,70,60000,1
55,68,40000,1
47,70,100000,0
41,72,150000,1
32,77,1000000,1
26,76,20000,1
30,68,80000,1
41,70,30000,1
24,74,1000000,1
28,70,100000,1
46,73,80000,1
21,68,30000,1
20,73,20000,1
21,69,20000,1
26,72,80000,1
27,69,20000,1
21,73,20000,1
34,71,50000,1
45,70,100000,1
29,71,20000,1
41,66,100000,1
22,72,60000,1
26,67,20000,1
36,73,100000,1
28,73,60000,1
28,66,150000,1
35,73,100000,1
23,73,1000000,1
26,72,100000,1
27,75,30000,1
40,74,1000000,1
44,70,100000,1
48,74,40000,1
25,70,100000,1
41,69,1000000,1
22,71,20000,1
30,77,250000,1
24,68,50000,1
46,67,100000,1
25,70,100000,1
23,69,20000,1
20,65,20000,1
33,66,150000,1
41,71,70000,1
29,70,80000,1
41,67,40000,1
41,70,80000,1
29,65,20000,0
27,71,20000,1
24,72,100000,1
30,70,20000,1
24,71,80000,1
21,71,20000,1
20,68,40000,1
25,71,20000,1
20,67,30000,1
46,72,20000,1
24,69,70000,1
33,74,20000,1
25,71,20000,1
42,72,50000,1
36,72,30000,0
29,72,100000,0
43,71,80000,1
31,76,50000,1
25,71,20000,1
27,68,60000,1
21,70,20000,1
20,71,30000,1
63,68,40000,1
23,68,20000,1
37,71,70000,1
29,68,30000,1
36,71,40000,1
30,70,70000,1
40,67,150000,1
60,68,40000,1
33,66,50000,1
31,69,60000,1
19,73,20000,1
49,67,80000,1
35,66,100000,1
33,67,20000,1
32,72,30000,1
24,70,80000,1
26,69,30000,1
29,70,40000,1
31,75,30000,1
30,73,30000,1
22,72,20000,1
21,75,20000,1
29,70,100000,1
61,75,70000,1
20,70,20000,1
47,68,70000,1
31,70,80000,1
36,72,150000,1
33,71,1000000,1
22,67,30000,1
22,72,50000,1
29,72,50000,1
34,71,100000,1
23,70,20000,1
30,73,100000,1
25,67,70000,1
26,69,80000,1
33,69,100000,0
25,64,70000,1
20,70,20000,1
33,68,100000,1
25,74,20000,1
20,74,20000,1
46,72,60000,1
33,68,70000,1
46,72,100000,1
43,70,70000,1
56,70,70000,1
47,72,100000,1
35,72,20000,1
28,69,80000,1
31,71,40000,1
27,74,30000,1
47,68,150000,1
34,67,20000,1
38,70,250000,1
30,70,70000,1
32,67,30000,1
26,71,70000,0
20,77,20000,1
33,77,30000,1
24,69,20000,1
26,73,70000,1
21,71,50000,1
23,68,150000,1
59,66,50000,1
24,71,30000,1
49,70,100000,0
27,72,30000,1
26,74,80000,1
22,71,20000,1
34,70,80000,1
42,72,100000,1
43,70,100000,1
61,71,100000,1
44,71,150000,1
24,72,20000,1
33,69,100000,1
23,70,20000,1
35,64,30000,1
31,70,80000,1
42,72,80000,1
26,72,20000,1
34,73,20000,1
29,75,100000,1
23,72,30000,1
30,71,100000,1
30,69,80000,1
27,71,30000,0
34,76,60000,1
24,77,60000,1
41,69,250000,1
37,76,70000,1
23,72,60000,1
42,71,50000,1
25,73,30000,1
32,70,1000000,1
28,73,100000,1
20,74,20000,1
36,73,100000,1
20,69,20000,1
24,71,60000,1
30,70,30000,1
26,74,100000,1
32,68,80000,1
29,70,40000,0
44,75,70000,1
28,68,500000,1
42,76,100000,1
42,69,40000,1
28,66,100000,1
38,75,100000,1
42,68,150000,1
25,70,20000,0
29,70,70000,1
32,73,70000,1
30,70,60000,1
28,67,70000,1
25,69,20000,0
27,76,1000000,1
44,65,50000,1
34,70,250000,1
22,72,20000,1
22,66,1000000,1
27,68,80000,1
48,69,50000,1
25,69,1000000,1
41,69,150000,1
19,73,20000,1
31,78,150000,1
21,70,20000,1
58,70,70000,1
21,72,20000,1
24,71,50000,1
31,69,20000,1
23,75,20000,1
24,69,80000,1
30,71,70000,1
31,72,70000,1
43,70,150000,1
42,75,80000,1
49,71,250000,1
29,73,20000,1
31,72,40000,1
49,69,100000,1
28,68,100000,1
37,72,150000,1
50,70,50000,1
50,70,1000000,1
36,74,100000,1
31,73,80000,1
31,67,20000,1
42,72,250000,1
42,72,50000,1
25,70,60000,1
24,73,20000,1
24,70,20000,1
26,72,20000,1
22,68,20000,1
59,69,80000,1
20,72,20000,1
38,73,80000,1
24,72,80000,1
29,71,30000,1
35,65,100000,1
25,73,30000,1
27,73,150000,1
31,73,20000,1
43,72,1000000,1
40,72,250000,1
22,69,20000,1
22,74,20000,1
26,69,30000,1
29,68,40000,1
23,65,20000,1
23,68,20000,1
35,77,20000,1
55,72,1000000,1
36,71,60000,1
23,74,100000,1
42,67,100000,1
46,72,40000,1
36,71,100000,1
53,79,70000,1
28,76,20000,0
31,71,60000,1
25,71,20000,0
26,70,100000,1
39,70,30000,1
31,67,100000,1
42,72,50000,1
27,71,20000,1
45,72,100000,1
23,65,20000,1
36,70,100000,1
37,66,80000,1
40,71,70000,1
24,72,20000,1
33,72,1000000,0
30,71,20000,1
40,72,1000000,1
30,68,20000,1
26,72,20000,1
42,68,60000,1
30,66,80000,1
27,67,30000,1
57,70,30000,1
29,71,20000,1
32,73,100000,1
35,68,40000,1
37,74,100000,1
36,69,100000,1
41,72,250000,1
29,72,50000,1
29,74,20000,1
25,72,1000000,1
21,75,20000,1
22,72,20000,1
50,67,20000,1
37,71,40000,1
25,72,70000,1
25,72,40000,1
41,71,30000,1
30,77,60000,1
28,67,80000,1
47,67,80000,1
29,72,80000,1
26,72,50000,1
41,70,20000,1
35,70,150000,1
45,74,100000,1
44,72,100000,1
33,70,100000,1
26,66,20000,1
47,67,80000,1
30,69,1000000,1
33,70,60000,1
35,72,20000,1
43,68,100000,1
27,70,20000,1
42,63,20000,1
41,73,100000,1
39,70,20000,1
34,72,60000,0
20,68,1000000,1
38,68,100000,1
39,64,50000,1
24,67,60000,1
38,70,70000,1
37,71,1000000,1
37,76,60000,1
28,65,30000,1
24,60,70000,1
33,68,1000000,1
39,71,100000,1
41,68,250000,1
40,72,80000,1
22,67,20000,1
36,68,250000,1
39,69,100000,1
33,67,70000,1
47,68,150000,1
26,70,20000,1
42,65,50000,1
32,73,1000000,1
32,71,100000,1
29,72,80000,1
27,68,1000000,1
19,69,20000,1
35,75,30000,1
37,67,100000,1
35,72,100000,0
33,72,100000,1
29,71,70000,1
39,72,100000,0
30,68,40000,1
46,76,100000,1
46,69,100000,1
27,66,30000,1
38,72,150000,1
31,71,40000,1
36,68,60000,1
32,68,80000,1
48,72,50000,1
34,72,500000,1
25,67,50000,1
34,75,30000,1
39,72,100000,1
30,67,40000,1
32,76,80000,1
29,77,50000,1
27,68,50000,1
36,74,80000,1
50,67,70000,1
35,70,100000,1
25,72,60000,1
42,72,100000,1
39,72,150000,1
27,66,100000,1
28,70,30000,1
28,69,40000,1
30,72,80000,1
46,68,20000,1
37,75,150000,1
39,70,70000,1
28,72,20000,0
23,71,30000,1
32,68,250000,1
21,71,50000,1
37,70,100000,1
30,68,40000,1
20,73,30000,1
42,79,30000,1
33,69,40000,1
42,70,50000,1
23,70,20000,1
39,75,80000,1
27,69,30000,1
32,69,100000,1
34,76,250000,1
28,69,250000,1
23,68,20000,1
56,74,100000,1
35,73,1000000,0
40,66,100000,1
26,70,100000,1
21,67,30000,1
19,73,20000,1
30,70,500000,1
36,67,40000,1
33,66,50000,1
28,72,20000,1
41,71,30000,0
42,66,50000,1
33,67,30000,1
26,70,100000,1
19,72,20000,1
41,72,20000,1
26,67,40000,1
64,72,100000,1
37,72,80000,1
23,69,20000,1
25,67,40000,1
41,71,80000,1
31,72,40000,1
29,69,50000,1
31,69,20000,1
31,69,40000,1
27,68,30000,0
29,75,70000,1
54,69,30000,1
31,72,40000,1
23,74,60000,1
28,66,20000,1
20,69,20000,1
36,65,40000,1
30,71,50000,1
26,71,20000,1
28,76,70000,1
23,70,150000,1
27,72,150000,1
26,68,70000,1
39,73,100000,1
22,65,20000,1
30,74,60000,1
26,72,100000,1
22,68,20000,1
34,69,150000,1
28,69,30000,1
24,70,30000,1
44,78,50000,1
32,68,30000,1
29,64,70000,1
35,67,60000,1
24,71,80000,1
39,72,100000,1
38,68,40000,1
49,73,80000,1
65,73,80000,1
27,71,80000,1
26,71,1000000,1
30,66,50000,1
48,68,100000,1
28,73,20000,1
31,69,150000,1
42,76,100000,1
27,64,30000,1
26,71,20000,1
36,82,80000,1
25,71,20000,1
36,66,50000,1
26,69,1000000,1
26,66,20000,1
24,72,20000,1
29,69,20000,1
35,73,100000,1
43,67,40000,1
29,72,60000,1
25,67,30000,1
25,68,50000,1
30,72,100000,1
31,69,80000,1
28,69,20000,1
27,71,1000000,1
45,69,70000,1
25,70,80000,1
43,68,30000,1
32,70,40000,0
37,75,30000,1
26,68,70000,1
45,71,70000,1
53,69,150000,1
28,72,70000,1
43,69,150000,1
30,75,500000,1
41,65,70000,1
34,69,150000,1
30,73,1000000,1
31,71,80000,1
29,72,50000,1
42,71,150000,1
42,72,70000,1
33,70,30000,0
26,74,20000,1
23,72,50000,1
24,72,30000,1
39,68,40000,1
28,73,80000,1
27,67,40000,1
23,71,20000,1
29,70,100000,1
34,72,100000,1
27,71,30000,1
36,68,30000,1
54,71,30000,1
51,74,150000,0
30,72,100000,1
44,71,250000,1
46,71,250000,1
30,76,80000,1
27,71,100000,1
24,66,50000,1
29,71,150000,1
34,70,20000,1
43,71,100000,1
46,66,60000,1
26,70,20000,1
30,79,20000,1
42,70,30000,1
42,69,250000,1
27,75,80000,1
41,71,80000,1
40,74,100000,1
21,74,1000000,1
38,68,40000,1
21,73,20000,1
57,69,150000,1
49,68,500000,1
20,68,20000,1
35,66,40000,0
35,76,50000,1
48,71,100000,1
32,75,60000,1
29,70,1000000,1
30,70,30000,1
19,72,20000,1
28,69,1000000,1
20,73,20000,1
27,70,20000,1
32,73,100000,1
23,69,20000,0
35,71,40000,1
45,69,60000,1
25,71,80000,1
35,69,100000,1
34,74,100000,1
46,68,150000,1
58,72,150000,1
32,71,100000,1
34,66,80000,1
24,73,30000,0
38,69,80000,1
30,68,60000,1
40,73,250000,1
23,66,60000,1
22,67,1000000,1
21,73,1000000,1
25,68,20000,1
35,70,70000,1
26,77,40000,1
21,70,20000,1
20,73,20000,1
45,64,60000,1
26,76,150000,1
24,76,80000,1
21,71,20000,1
45,72,50000,1
28,75,100000,1
33,69,100000,1
31,71,1000000,1
36,67,50000,1
25,74,70000,1
29,70,250000,1
32,71,70000,1
42,73,100000,1
52,72,100000,1
27,73,50000,1
47,72,250000,1
20,71,20000,1
51,72,150000,1
38,74,100000,1
33,76,80000,1
30,74,20000,1
57,74,70000,1
26,72,20000,1
54,70,80000,1
27,70,70000,1
44,72,40000,1
44,66,40000,1
34,73,100000,1
26,71,50000,1
30,76,1000000,1
28,72,60000,1
25,73,50000,1
54,71,150000,1
24,66,20000,1
34,68,20000,1
24,69,150000,1
24,69,20000,1
28,64,50000,1
33,72,80000,1
49,69,60000,1
28,69,30000,1
24,77,1000000,1
36,70,60000,1
36,69,20000,1
29,68,40000,1
43,75,60000,1
31,76,30000,1
28,67,100000,1
43,65,100000,1
32,70,20000,1
26,68,100000,1
42,68,70000,1
28,68,100000,1
30,70,20000,1
34,73,50000,1
51,73,100000,1
30,75,40000,1
28,73,70000,1
23,72,20000,1
25,68,40000,1
40,66,80000,1
28,68,40000,1
53,62,80000,1
49,68,80000,1
31,75,100000,1
30,68,100000,1
33,70,30000,1
39,73,70000,1
64,69,150000,1
21,64,20000,1
23,71,20000,1
28,72,100000,1
24,70,20000,1
28,68,100000,1
26,68,20000,1
30,72,100000,1
25,68,20000,1
21,73,20000,1
23,73,20000,1
56,71,80000,1
26,72,60000,0
21,72,40000,1
35,72,30000,1
40,68,100000,1
53,69,150000,1
27,64,20000,1
30,71,70000,1
29,75,20000,1
21,65,1000000,1
34,71,60000,1
47,69,1000000,1
33,75,1000000,1
38,74,100000,1
49,70,70000,1
34,69,40000,1
27,75,20000,1
24,56,1000000,1
27,75,250000,1
20,72,20000,1
27,69,20000,1
27,74,40000,1
25,68,30000,1
33,68,30000,1
48,70,100000,1
25,71,70000,1
33,74,80000,1
43,68,30000,1
20,76,20000,1
25,68,1000000,0
23,70,30000,1
25,66,20000,1
31,71,20000,0
28,64,30000,1
30,68,60000,1
28,73,250000,1
28,71,30000,1
31,63,100000,1
26,68,20000,1
22,68,20000,1
28,67,70000,1
29,71,20000,1
37,70,80000,1
28,66,60000,1
43,66,20000,1
23,70,20000,1
52,68,100000,1
29,71,60000,1
31,68,30000,1
39,69,70000,1
29,70,100000,1
40,70,150000,1
25,69,150000,1
54,69,30000,1
36,73,150000,1
38,69,50000,1
21,74,30000,1
37,72,80000,1
25,72,30000,1
28,69,100000,1
28,71,30000,1
30,72,70000,1
29,73,30000,1
33,77,50000,0
32,64,40000,1
27,76,500000,1
25,72,40000,1
28,70,20000,1
33,68,40000,1
39,69,100000,1
22,72,20000,1
24,67,20000,1
23,65,20000,1
26,69,80000,1
38,69,40000,1
47,71,20000,1
35,69,80000,1
27,75,20000,1
35,72,150000,1
27,65,100000,1
30,70,50000,1
52,72,100000,1
27,77,100000,1
22,66,20000,1
23,71,20000,1
22,72,500000,1
51,76,100000,1
40,71,250000,1
21,67,40000,1
23,70,20000,1
23,74,20000,1
31,69,80000,1
27,71,100000,1
22,70,60000,1
26,69,60000,1
26,67,30000,1
47,75,80000,1
27,68,50000,1
28,68,80000,1
23,74,40000,1
47,76,150000,0
25,71,40000,1
27,72,80000,1
27,73,30000,1
34,70,100000,1
23,71,20000,1
46,70,80000,1
26,71,100000,1
23,70,100000,1
34,70,150000,1
30,75,50000,1
40,70,100000,0
33,66,40000,1
29,72,100000,1
31,68,60000,1
38,67,100000,1
50,68,100000,1
32,72,50000,1
60,73,150000,1
28,70,80000,1
30,76,50000,1
37,72,70000,1
35,72,40000,0
20,72,20000,1
27,70,20000,1
27,72,20000,1
30,74,150000,1
29,70,20000,1
44,68,100000,1
41,72,100000,1
28,72,100000,1
66,74,50000,1
44,70,60000,1
32,69,100000,1
41,66,50000,1
59,71,70000,1
42,74,30000,1
25,68,1000000,1
31,65,80000,1
28,69,100000,1
24,70,60000,1
24,67,70000,1
28,69,1000000,1
26,69,100000,1
30,68,100000,1
62,70,150000,1
23,73,20000,1
32,66,100000,1
31,71,150000,1
30,70,50000,1
27,67,70000,1
27,68,60000,1
21,74,70000,1
28,72,70000,1
50,67,150000,1
30,68,100000,1
37,72,50000,1
29,74,500000,1
33,70,1000000,1
27,70,80000,1
47,68,50000,1
26,73,30000,1
29,74,1000000,1
40,71,100000,1
54,71,50000,1
37,71,100000,1
50,72,50000,1
54,75,30000,1
32,71,100000,1
24,72,60000,1
25,67,1000000,1
28,72,70000,1
35,71,60000,1
31,72,150000,1
27,77,30000,1
24,71,80000,1
29,70,100000,1
30,70,100000,1
38,71,100000,1
38,68,50000,1
28,70,100000,1
46,72,250000,1
29,72,70000,1
44,72,70000,1
23,70,20000,1
39,73,100000,1
45,72,60000,0
41,71,100000,1
37,71,80000,1
26,73,500000,1
